"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"TEC"	0.0735719022191401	4.82783098765432	1.35666625670197	0.176137519664327	0.889374035945753	-5.31266990142258
"FRMD3"	0.0735618515950071	6.28494160493827	0.98625768324151	0.324980837086218	0.918696053622799	-5.72813519157861
"PLBD2"	0.0735186796116506	7.71188576131687	1.21260577856625	0.226449949018163	0.89967297165377	-5.48967802238935
"DRAXIN"	0.073495897364771	7.3078437037037	1.31302248234519	0.190405327458797	0.891243870523851	-5.36836134286393
"POPDC2"	0.0734596088765599	6.14309794238683	1.31684328242467	0.189123043860845	0.891243870523851	-5.36355747486993
"LINC00294"	0.073455300970873	5.9262666255144	0.918880606986754	0.359062867229083	0.923122050550826	-5.78971659422498
"FOLH1B"	0.0734249493758668	3.58400884773663	1.48275086446853	0.139427320655905	0.888764417446477	-5.14172274219461
"ATP1A2"	0.0733609348127594	6.11299148148148	1.17751032925871	0.240135834871848	0.906661028051251	-5.5298316453802
"CALR"	0.0733587038834952	9.35137106995885	1.49466269219103	0.136290900648655	0.888764417446477	-5.12480167588325
"DNAJC8"	0.0733423481276001	8.21715407407407	1.12188534803456	0.263010831433254	0.909113570289305	-5.59108544892222
"OR7E2P"	0.073331533287101	4.85569687242798	2.14317783093851	0.033085281907077	0.87396457959248	-4.00487384237304
"PMCH"	0.0733064889042991	2.90237477366255	1.36990403834375	0.171972491211671	0.889034579855738	-5.29542353948236
"NUCKS1"	0.0732569375866851	8.49084641975309	1.57881063270655	0.115671265268275	0.888764417446477	-5.00148722723653
"TIFA"	0.073196085298197	5.86425485596708	1.12409135389974	0.262075759391697	0.909113570289305	-5.58871203030437
"S100A6"	0.0731238814147016	7.12417646090535	0.913382931733296	0.36194021647929	0.923437979624448	-5.79455057959242
"LOC100287010"	0.0731102052704576	3.71277032921811	1.79956721142721	0.0731608256582971	0.875217117712741	-4.64663704366953
"LOC727924"	0.0731030852981972	4.10421127572016	0.31614639084708	0.752160892726483	0.983074555287909	-6.14749767251191
"KDM4A.AS1"	0.0730634785020803	5.11699156378601	1.24624655933868	0.213865626727089	0.895048358520629	-5.45009577278618
"TUBB6"	0.0730597184466017	7.32755930041152	1.62606080521674	0.105223807905337	0.888764417446477	-4.92934659389656
"CYP39A1"	0.0730434022191398	4.24739650205761	1.92809340000953	0.0550006276499953	0.875217117712741	-4.41926678113544
"LOC286189"	0.0729931456310677	5.29230851851852	1.97877501472955	0.0489625797822987	0.875217117712741	-4.32543103816299
"ARF3"	0.072991673370319	8.31172621399177	1.39901222545164	0.163075531862993	0.888764417446477	-5.25692151246322
"CCR4"	0.0729749618585299	5.34847144032922	1.29634719953059	0.196077101882378	0.891243870523851	-5.38916602682988
"FBXO33"	0.0729735894590844	6.50616395061728	1.551536856436	0.122065412216679	0.888764417446477	-5.04218028385999
"PCMT1"	0.0729676262135915	8.79548983539095	0.863423442429429	0.388750167607335	0.927080013437444	-5.83715821164286
"TMEM155"	0.0729669042995835	3.97579106995885	1.20092920010265	0.230939811559268	0.903272397518199	-5.50316681186947
"OR11H4"	0.0729320679611648	3.80768740740741	2.11540897270987	0.0354059008379654	0.87396457959248	-4.06074770111049
"AFF1"	0.0728682732316226	7.06014987654321	1.18125317078083	0.238648929883045	0.906565866105108	-5.52560486487138
"CXCL1"	0.0728449251040221	6.16556720164609	1.27170128021063	0.204686574147813	0.893414514477843	-5.41943505895407
"LIX1"	0.07280721775312	5.05256761316872	0.767898149775306	0.443288051872139	0.942718140949016	-5.91199454904922
"PHF10"	0.0727922156726761	7.98517032921811	1.63612506345142	0.103098907829079	0.888764417446477	-4.9137119511612
"TGM4"	0.072787995839113	5.59828818930041	1.0814593769578	0.2805574237005	0.912055201531272	-5.63376224092272
"FRY.AS1"	0.0727876927877943	5.15743267489712	0.810052847490485	0.418696835131893	0.936755089949445	-5.88004414778352
"EXOC8"	0.0727875679611648	6.5960141563786	0.954722316483966	0.340660309560498	0.91936492555909	-5.7574960031474
"ABCB4"	0.0727729715672671	5.34366205761317	1.00711121402095	0.314876142099251	0.916956084659181	-5.70819993520366
"FZD4"	0.0727580076282937	6.10688654320988	1.08181708605796	0.280398734814932	0.912055201531272	-5.6333914133411
"PLBD1"	0.0727548113730928	5.84770625514403	0.972201704276961	0.331910219340049	0.918696053622799	-5.74133883497422
"ATP1B3"	0.0727350721220526	8.20562119341564	1.02610523484007	0.305855219365159	0.915485634087992	-5.68968247954234
"LOC100505951"	0.0727273869625519	5.56103773662551	1.04434428675896	0.297356691515016	0.912465235932654	-5.67157835843773
"LOC101927066"	0.0726650658807209	4.5892549382716	1.26569523725499	0.206825948986539	0.895048358520629	-5.42672458225551
"PER2"	0.0726644133148407	6.64526757201646	1.54903004910919	0.122666799592887	0.888764417446477	-5.04588563831658
"IFFO2"	0.0726617316227458	6.26184806584362	1.83032687123702	0.0684173724898725	0.875217117712741	-4.59360774243463
"TIE1"	0.0726428945908459	6.70408740740741	1.41605284023053	0.158031623511931	0.888764417446477	-5.23401207235233
"MTMR9"	0.0726185832177531	7.40487349794239	1.28097840755832	0.201413920333169	0.892845820099787	-5.40810853940014
"RAB15"	0.0726020936199723	7.15791720164609	1.04882713010037	0.295292450123095	0.912446819704901	-5.66708029536446
"LOC100996571"	0.0725843529819696	3.68452086419753	0.887688101979988	0.375580205156824	0.926076654921971	-5.81676151095751
"SUMO3"	0.0725735540915384	8.69689658436214	1.60303536965904	0.110216794659963	0.888764417446477	-4.96476135332398
"CBLN3"	0.0725719840499304	5.92828810699588	1.88541053579963	0.0605591271732734	0.875217117712741	-4.49646285098942
"NRIP1"	0.072564851595007	6.51708720164609	0.91509999222268	0.361039991650639	0.923437979624448	-5.79304389899541
"FGR"	0.0725608079056863	6.78894341563786	1.91344069719794	0.0568585298427826	0.875217117712741	-4.44595643326863
"GPR68"	0.0725597142857144	5.91644395061728	2.01323914716126	0.0451845737235804	0.875217117712741	-4.26027671469641
"LOC100130078"	0.0725467780859917	4.87422814814815	0.846707208964307	0.397985616949654	0.931035325266963	-5.85088298166953
"OR2T11"	0.0725185735090156	5.18100888888889	2.01649828528574	0.0448404555195618	0.875217117712741	-4.25405906430179
"RHOQ"	0.0725053183079054	7.37255465020576	1.22645540431935	0.221206168292922	0.896751324156797	-5.4735118347088
"PPP1R18"	0.07246526144244	7.41577205761317	2.03265036975345	0.0431676736952632	0.875217117712741	-4.22310143474275
"FOXD2.AS1"	0.072464041608876	4.45841164609053	1.4576679266994	0.146214230002421	0.888764417446477	-5.17691910304764
"DOCK4.AS1"	0.0724574701803049	4.5228478600823	1.85003652559102	0.0655138177905917	0.875217117712741	-4.55916940085853
"PDPN"	0.072436291955617	5.7915787654321	1.33990537983217	0.181519011350231	0.889710656367541	-5.33426965602285
"PDE4DIP"	0.0724125943134531	7.32334423868313	0.912028293127761	0.362651427619977	0.92387257847017	-5.79573726068542
"CDH23"	0.0724097919556171	6.07455349794239	2.36369435745789	0.0188759708775147	0.87087538239173	-3.53639051973271
"KIRREL3.AS2"	0.0724073134535368	3.49289469135802	1.30299752157502	0.193800368859483	0.891243870523851	-5.38090026444602
"CD300LF"	0.0724065852981965	6.2829	1.6909286844889	0.0921236337944124	0.88714937894415	-4.82692189537478
"DNAJB1"	0.0723967489597785	7.74901074074074	0.777225327894456	0.437776547738062	0.941134874639543	-5.90507148593804
"PCDH11X"	0.0723751886269069	3.65423773662551	0.876110528406283	0.381829149624702	0.926076654921971	-5.82656358861957
"DAZL"	0.0723320492371704	4.95761395061728	3.11551025702808	0.00205530630443513	0.470087663985067	-1.61502779286928
"MGC70870"	0.0723189160887658	4.5651833744856	0.553595487661747	0.580361178279127	0.967666606440775	-6.04812391046461
"LEPROTL1"	0.0723114895977807	8.81487773662551	2.00115290994896	0.0464803273874239	0.875217117712741	-4.28324950396151
"IDS"	0.0723108058252429	9.19881074074074	0.907153939177556	0.365217833717358	0.924955147999598	-5.79999278978402
"PALLD"	0.0722937739251033	6.56521510288066	1.78591425458051	0.0753513426614116	0.875627222129838	-4.66989443854601
"GPR141"	0.0722894195561718	4.61800744855967	0.820946601685673	0.412475720356979	0.935197792529403	-5.87151136743914
"GCLM"	0.0722843571428571	5.78638530864198	1.04868029458898	0.295359910993226	0.912446819704901	-5.66722793176381
"GSTM1"	0.0722802773925102	7.08281839506173	0.594475040204756	0.552743662556133	0.964190327224931	-6.02555286470514
"CD300A"	0.0722641747572817	7.09831950617284	1.31015270812051	0.19137266883357	0.891243870523851	-5.3719604462195
"FGFR1OP2"	0.0722590575589455	6.80997646090535	1.58779360248231	0.113624254788738	0.888764417446477	-4.98793245857636
"GBP1P1"	0.0722112642163656	3.71008057613169	1.09641925421793	0.273973169766183	0.91103186301707	-5.61815009934988
"SQRDL"	0.0721112004160886	6.33961127572016	0.891356356075151	0.373613613459192	0.926076654921971	-5.81362914142214
"S100A12"	0.0720911525658806	4.25945098765432	1.1341981835467	0.25782128049514	0.909113570289305	-5.57777922846198
"HCG11"	0.0720747427184463	5.37478930041152	1.73725228879649	0.0836008824895487	0.876096903913699	-4.7513856454141
"NAF1"	0.0720673328710122	5.95023279835391	1.22403846384752	0.222114913623353	0.896751324156797	-5.47634610249597
"MARK2P9"	0.0720523196948683	4.72149609053498	1.40138223312757	0.162366801129413	0.888764417446477	-5.25375159744971
"RPL9P11"	0.0720359396671292	4.75583160493827	1.60226769895662	0.110386450899241	0.888764417446477	-4.96593357499699
"ITGB5"	0.0719907024965328	7.39033049382716	0.84117232143989	0.401072632579002	0.932503600225788	-5.85536860221127
"ATP1B1"	0.0719782815533966	8.7619816872428	0.908210867495454	0.364660381481988	0.924955147999598	-5.79907196682572
"TMEM66"	0.0719643689320389	10.3814365843621	1.14146381433993	0.254792739055376	0.908196030759608	-5.56986001908881
"C12orf49"	0.0719168495145628	8.26607522633745	1.58505167276949	0.114246010448139	0.888764417446477	-4.99207784993089
"ELOVL5"	0.0719123758668515	8.4179287654321	1.72608937987992	0.0855935503057092	0.879467827645346	-4.76977016838412
"C2orf76"	0.0719082586685153	5.5435762962963	1.129227837831	0.25990749136953	0.909113570289305	-5.58316786851205
"DDX24"	0.0718657260748951	8.73697975308642	1.51062466586866	0.132174311473386	0.888764417446477	-5.10191902292017
"UCP2"	0.0718366976421629	8.01937827160494	0.956120923410805	0.339954749977629	0.91936492555909	-5.75621389781773
"SERPINA1"	0.0718349958391122	6.15939913580247	0.902700566340671	0.367572537866738	0.924955147999598	-5.80386098691034
"ENG"	0.0718238363384184	7.84991358024691	1.22122528853226	0.223176023304523	0.896751324156797	-5.47963807021631
"DAZAP2"	0.0718049202496525	7.85790452674897	1.33886178936436	0.181858097776668	0.889710656367541	-5.33560578750979
"GPR124"	0.0717407004160881	7.53032781893004	1.61269756960255	0.108099110901212	0.888764417446477	-4.94996035465574
"TNFSF12"	0.0717186775312065	5.85265008230453	1.39139856757512	0.16536821569707	0.888764417446477	-5.2670691678689
"OR51B2"	0.0716801137309292	3.81557621399177	1.33590816118316	0.182820361698134	0.89061378605306	-5.339381824106
"TPD52L1"	0.0716788162274615	5.32040983539095	1.29799482575869	0.195511209066421	0.891243870523851	-5.38712205820066
"PODXL"	0.0716748897364766	7.23597621399177	1.5553586590169	0.121153020502035	0.888764417446477	-5.03651991646601
"OR8J3"	0.0716631490984739	2.77405333333333	1.59563677588268	0.111860546491703	0.888764417446477	-4.97603602698959
"RASL11A"	0.0716584667128984	5.85529646090535	1.61598640692098	0.107385726715559	0.888764417446477	-4.94490251750092
"MARCH3"	0.0716153841886271	6.26104222222222	1.53979990523032	0.12490122154751	0.888764417446477	-5.05947826419443
"KRTAP19.1"	0.0715690034674061	3.88851423868313	1.31689272180866	0.189106493784014	0.891243870523851	-5.3634952249031
"TMC8"	0.0715656941747574	6.60487106995885	1.40801838329902	0.160394757886834	0.888764417446477	-5.24484759301737
"CALM2"	0.0715642808599171	8.79653695473251	1.17710965946173	0.240295395901828	0.906661028051251	-5.53028333516244
"HEYL"	0.071532699029126	7.28507555555556	1.12379644780588	0.26220062890019	0.909113570289305	-5.58902958377861
"ZNF385A"	0.0715071137309291	7.08171654320988	1.97278448285142	0.0496457647213999	0.875217117712741	-4.33664513650795
"RGS21"	0.0714851435506239	3.26604106995885	1.06122072980918	0.289635850220272	0.912389370005411	-5.65454529705168
"MAGI2.IT1"	0.0714740332871007	5.57190670781893	0.602870620642857	0.547153069908882	0.963056409921519	-6.02071899773625
"NFE2L2"	0.0714660554785016	7.02900094650206	1.47681543226638	0.141010863925632	0.888764417446477	-5.15010457781304
"HBCBP"	0.0714551907073501	4.93176633744856	0.791636873285387	0.429339117673656	0.939300651241045	-5.89421107961794
"NLRC4"	0.0714466657420254	5.04088773662551	1.15142516980217	0.250681130972248	0.907329498727699	-5.55892131103938
"SLC12A1"	0.0713856685159499	4.34256744855967	1.34345588593883	0.180368905667733	0.889710656367541	-5.32971618856312
"TAS2R42"	0.0713566463245489	3.45329189300412	1.42093036113488	0.156610020557988	0.888764417446477	-5.22740452863043
"SIGLEC9"	0.0713402926490981	6.26543353909465	1.79112899692579	0.0745083995199565	0.875217117712741	-4.66103162636266
"LINC00102"	0.071336651872399	4.28065008230453	2.09384380560343	0.0373032193867536	0.87396457959248	-4.10365514768768
"CASC16"	0.0713088966712899	4.31100748971193	1.13536483276515	0.257333299033105	0.909113570289305	-5.57651100424305
"IL23R"	0.0712976345353668	4.26567226337449	2.31213650569205	0.0216009932920551	0.87396457959248	-3.64985233591387
"MTSS1"	0.0712545312066571	8.02260160493827	1.15524719150003	0.249116006824967	0.907329498727699	-5.55469934688689
"RNU4.2"	0.0712033599167818	6.54708736625514	0.50941627942224	0.610919539935898	0.972006277077154	-6.07071408517762
"RNY5"	0.0712018585298192	6.13470407407407	0.419188297336211	0.675446259215236	0.97701007098985	-6.11102812192931
"WDR45B"	0.0711740901525656	9.08328341563786	1.42067611167418	0.156683882278565	0.888764417446477	-5.2277495103629
"LOC100652894"	0.0711545513176137	5.24608419753086	1.51459483425223	0.131165609807346	0.888764417446477	-5.09619047312035
"TMEM63C"	0.0711335880721218	7.23268144032922	0.962684423381262	0.33665624172201	0.918748730840266	-5.75017225105424
"JDP2"	0.0711325728155337	7.0295541563786	1.77649668667748	0.076893496600916	0.875627222129838	-4.6858365150822
"PRF1"	0.0711139389736473	6.09005419753086	1.38522444520124	0.167245269642035	0.888764417446477	-5.2752581806052
"VOPP1"	0.0710834167822473	7.67502777777778	2.36085888656213	0.019017575784107	0.87087538239173	-3.54269248828978
"RP11.756H20.1"	0.0710597031900135	4.13185032921811	0.85077471085584	0.395726227510287	0.930125544528442	-5.84756793043833
"CEPT1"	0.0710556844660191	6.20006024691358	1.40593214643942	0.161012745356839	0.888764417446477	-5.24765124340044
"GLDN"	0.0710365693481275	5.06069777777778	1.03884571408397	0.299901874862561	0.914163045152006	-5.67706953233128
"RNASE10"	0.0710322912621359	6.49995366255144	1.37405146190371	0.170682953940515	0.889034579855738	-5.28998631185796
"KCNJ6"	0.0709451588072118	4.90450666666667	0.843906218828925	0.39954603052854	0.931529409717442	-5.85315663337164
"FIGLA"	0.070920791955617	5.38201563786008	1.81146396979681	0.0712950677695682	0.875217117712741	-4.62623080647269
"GFRAL"	0.0709155131761439	3.68023473251029	2.26899704630981	0.0241398599519177	0.87396457959248	-3.74295038086421
"RAB7A"	0.0709109348127605	8.91782995884774	1.30512790500614	0.193075179491257	0.891243870523851	-5.37824356972023
"LYST"	0.0709027482662967	7.11156378600823	0.877426224272331	0.381115793482851	0.926076654921971	-5.82545610159037
"NRG1"	0.070874633148405	7.21096613168724	1.21143505283103	0.226897268330241	0.89967297165377	-5.491036259528
"CLNK"	0.0708315124826625	4.64494012345679	1.59134056049634	0.112823933486362	0.888764417446477	-4.98255958078991
"TMCC3"	0.0708309882108179	6.60776234567901	1.34733354733772	0.179119057234286	0.889710656367541	-5.32472959331075
"PICALM"	0.0708211234396667	8.0350283127572	1.24781297250214	0.213292285006477	0.895048358520629	-5.44822665972088
"PEAR1"	0.0708074958391117	6.78942716049383	1.94519331521012	0.0528970899850611	0.875217117712741	-4.3878701852413
"CD6"	0.0707808113730932	6.47659897119342	1.25743143133422	0.209796175331369	0.895048358520629	-5.43669870342402
"SNX6"	0.0707748869625513	7.93657283950617	1.49299074983571	0.136727793117524	0.888764417446477	-5.12718472933626
"FLJ25758"	0.0707633585298195	3.43354144032922	0.901343365890821	0.368292040117365	0.925008312630059	-5.80503609186305
"C9orf106"	0.0706615846047153	4.71632843621399	0.940211775918882	0.348036114235904	0.920484043482509	-5.77068793608261
"KLHL36"	0.0706551310679615	6.47080102880658	1.61511839856409	0.107573641643358	0.888764417446477	-4.94623838911237
"CLN5"	0.0706250180305129	5.99203086419753	1.21609724326421	0.225119664981399	0.899184682418873	-5.48561964731751
"PDK3"	0.0706025402219136	6.89071674897119	1.20799051489277	0.228217058129498	0.90039045933367	-5.49502498366785
"LOC257358"	0.0705906130374476	5.12637230452675	1.73029135709604	0.0848389773887038	0.877623537575633	-4.76286336732507
"TRIP10"	0.0705518210818305	6.58610403292181	0.920826049473835	0.358048144685753	0.922924449986861	-5.78799911014928
"OR51A2"	0.0705102122052702	3.00613452674897	1.68035813057102	0.0941637025167365	0.88714937894415	-4.84387933671229
"MRPL42P5"	0.0705056345353679	5.96462596707819	0.967185370949094	0.33440628763373	0.918748730840266	-5.74600546402821
"TGM2"	0.0704613613037444	6.87626230452675	0.995585082458006	0.320435232743333	0.918020612693683	-5.71926964439277
"PPAP2C"	0.0703832898751728	6.92057732510288	1.42051034108073	0.156732054415579	0.888764417446477	-5.22797440569744
"IRF2"	0.0703614507628289	6.9200362962963	1.57494384117173	0.116561349912476	0.888764417446477	-5.00729880681248
"ADCY1"	0.0703193876560325	7.9256266255144	0.817982984228257	0.414162676641149	0.935464226884128	-5.87384391080814
"OR4K1"	0.0703139466019413	3.37384164609053	0.914187139268689	0.361518408455444	0.923437979624448	-5.79384525601085
"HOXB7"	0.0702931990291259	5.65546144032922	1.96602708292827	0.0504260438526154	0.875217117712741	-4.34925530881593
"OR1L1"	0.0702755187239941	3.82620572016461	1.3896288240495	0.165904614060331	0.888764417446477	-5.26942012002722
"VWC2L"	0.0702087725381414	5.03623144032922	1.91742101984939	0.0563487166753151	0.875217117712741	-4.43872586229935
"APOBEC3D"	0.0702073592233002	6.49573732510288	1.11602310606908	0.265506944064653	0.910572988047359	-5.59737015688303
"ANGPTL2"	0.0702062524271845	6.74818979423868	0.970698853400884	0.332656745998985	0.918748730840266	-5.74273943004488
"ANXA4"	0.070193030513176	5.66805382716049	1.01797848616609	0.309693578913574	0.915547310384345	-5.6976473011978
"C14orf182"	0.0701842337031899	5.15372934156379	2.19143188246358	0.029363651040553	0.87396457959248	-3.90611591862531
"PDE11A"	0.0701313828016638	5.00947481481481	0.774595979665764	0.439326222828462	0.941545986821572	-5.90703152681187
"TNFSF11"	0.0701284264909843	4.75084456790123	1.57142724823553	0.117375515362731	0.888764417446477	-5.01257194151232
"TMEM106B"	0.0701271345353673	6.78214790123457	1.02246371432505	0.307571211177958	0.915485634087992	-5.69325920393376
"PNRC2"	0.0701239396671286	9.63139004115226	1.04712217788388	0.296076398774221	0.912465235932654	-5.66879328536254
"LINC00958"	0.0700893300970873	4.98510835390946	1.09135481976625	0.276190168442048	0.911495893463911	-5.62345912028884
"C1QTNF1.AS1"	0.0700676470180304	4.76094547325103	1.38665387392498	0.166809268915348	0.888764417446477	-5.27336545288663
"LOC644145"	0.0700575124826628	3.09583419753086	1.5711867820793	0.117431352000367	0.888764417446477	-5.01293209915952
"NEUROD6"	0.0700432732316227	4.52995230452675	0.902946038479814	0.367442498130495	0.924955147999598	-5.80364826224293
"SH2B3"	0.0700401525658807	7.07070934156379	1.90406425615232	0.0580747737569853	0.875217117712741	-4.46293190875155
"LOC730338"	0.0700219112343968	4.34140650205761	1.83455752752814	0.0677853156138177	0.875217117712741	-4.58624579822726
"SDK2"	0.0700002406380031	6.53753547325103	1.08510925808411	0.278941123640951	0.912055201531272	-5.62997280446815
"LINC00210"	0.0699933807212201	4.81025666666667	1.54143754315421	0.124502470829911	0.888764417446477	-5.05707243153892
"CD300C"	0.0699212954230227	6.60405086419753	1.78789962951814	0.075029495582494	0.875217117712741	-4.66652312218877
"CD244"	0.0699142981969489	5.0420716872428	1.47002740351942	0.142838886794481	0.888764417446477	-5.15964996976759
"RBMY2FP"	0.0699116345353675	3.52513374485597	1.73884897020018	0.0833189769453628	0.876096903913699	-4.74874658106918
"NTAN1"	0.0698879174757282	7.82300522633745	1.08238310551063	0.280147759491437	0.912055201531272	-5.63280438784292
"TAPBP"	0.0698625665742021	7.96004654320988	1.05925202582754	0.290529454100275	0.912389370005411	-5.65654620642185
"BCAR3"	0.0698537309292646	6.30308407407407	2.10723363107693	0.0361151924435708	0.87396457959248	-4.07706371283285
"PHF1"	0.0698369604715661	7.73701111111111	1.94845713145455	0.0525033787994792	0.875217117712741	-4.38184708933458
"SPATA6L"	0.0698225214979194	5.02046958847737	1.0122280490943	0.312428838384546	0.915706630333677	-5.70324523347976
"NRG4"	0.0698143023578358	3.83030135802469	1.67590392577747	0.0950341868147665	0.887966529475503	-4.8509937505177
"LINC00698"	0.0698100353675448	3.74946666666667	1.81231069824552	0.0711637855582759	0.875217117712741	-4.62477344790551
"OR13C9"	0.0697401858529817	3.96634477366255	1.26114317232919	0.208458257565919	0.895048358520629	-5.43222673718017
"RP11.214L13.1"	0.0697363481276002	3.77636654320988	1.61289235007474	0.108056756040263	0.888764417446477	-4.94966108642743
"DNAJC15"	0.0696996705963932	7.27973473251029	0.771782880622139	0.440987700180912	0.942193378636368	-5.90912122710782
"IL1R2"	0.0696945617198337	5.53886625514403	1.67013436435224	0.0961713602528531	0.888653809960389	-4.86018168892887
"GNLY"	0.069681560332871	6.21219633744856	1.63475199013496	0.10338677084135	0.888764417446477	-4.91585055101913
"LOC101926897"	0.069619590846047	3.03596403292181	1.39383295612233	0.16463251443985	0.888764417446477	-5.26383048319985
"LOC283887"	0.069609721914008	5.53166271604938	1.23961360040067	0.2163058335959	0.895048358520629	-5.45798483094783
"PITPNM2"	0.0695745832177534	6.73501975308642	1.15707720490191	0.248369051693963	0.907329498727699	-5.55267294059211
"ZNF275"	0.0695678661581138	7.26959102880658	1.65973336338875	0.0982490445950927	0.888764417446477	-4.8766669474131
"CRIP2"	0.0695439230235784	8.55720674897119	1.44015716781943	0.151101083201285	0.888764417446477	-5.20114061935288
"CHI3L1"	0.0695179479889038	6.19573547325103	1.11934122385843	0.264092097609922	0.909113570289305	-5.59381691804793
"RPL23AP64"	0.0694746158113731	3.20822419753086	1.22917503789684	0.220186822848367	0.896751324156797	-5.47031600859704
"WFDC1"	0.0694632877947291	6.35275864197531	1.62909388602969	0.104579773609933	0.888764417446477	-4.9246446863597
"TPTEP1"	0.069462962552011	6.67671427983539	2.21250578798492	0.0278555458621311	0.87396457959248	-3.86232333190708
"PIP4K2A"	0.0694605984743413	7.861120781893	1.21089747364848	0.227102882720865	0.899958278657422	-5.49165950697758
"OR6N2"	0.06945310332871	4.77941995884774	0.854369088063924	0.393736149395682	0.92911474598409	-5.84462533889264
"LOC646471"	0.0694493585298197	5.78900440329218	2.04343383154091	0.0420806743882036	0.875217117712741	-4.20230076258223
"SEMA3B"	0.0694471955617195	6.81808296296296	1.45793075167693	0.146141819606841	0.888764417446477	-5.17655336394814
"TRPV5"	0.0694039153952836	5.48379773662551	2.23567089330337	0.0262757504884676	0.87396457959248	-3.81372143052967
"OR5H15"	0.0694007024965322	3.7030483127572	1.34682405298745	0.179282906780949	0.889710656367541	-5.32538560047564
"MMP2"	0.0693796865464636	7.70910329218107	0.89821319185717	0.369954821484724	0.92532967966747	-5.80773959561721
"CFL1"	0.0693476678224683	8.7370870781893	1.93508732268958	0.0541319417266267	0.875217117712741	-4.40645792050938
"ATL3"	0.0693313515950073	6.85375427983539	0.88225355588115	0.378505524605023	0.926076654921971	-5.82137855344833
"ACAP1"	0.0693289313453536	6.30303744855967	1.1897198683786	0.235309545696566	0.905415081806799	-5.51599454204819
"AC005594.3"	0.0693117031900135	6.35775325102881	1.83236277267525	0.0681126045025038	0.875217117712741	-4.59006704592228
"MAGT1"	0.0692823654646321	6.78291032921811	1.04174984914786	0.298555790991522	0.914163045152006	-5.67417288381299
"PCDH7"	0.0692624923717054	6.41052596707819	0.819520059497341	0.413287227478555	0.935360498526711	-5.87263518806383
"PRO1804"	0.0692514785020797	6.02273534979424	1.0083372980809	0.314288573149492	0.916956084659181	-5.70701496892451
"GDNF"	0.0692482871012484	5.41259855967078	1.31360633365481	0.190208967556468	0.891243870523851	-5.36762816061336
"FOXL1"	0.0692398800277389	6.87987633744856	1.64709358817214	0.100822328838005	0.888764417446477	-4.89656517032613
"FLT3"	0.0692187059639388	4.61732452674897	1.09997522876688	0.272423842808262	0.91103186301707	-5.61440785072952
"RNF133"	0.0692038550624132	3.55808189300412	1.65076213213264	0.100069958378917	0.888764417446477	-4.89080525647759
"ZBTB16"	0.0691814785020806	6.49084502057613	1.08880006129372	0.277313193667851	0.912055201531272	-5.62612802772874
"ESRG"	0.0691646740637995	6.49590757201646	1.58850392772991	0.113463620632257	0.888764417446477	-4.98685740839972
"FAM114A1"	0.069161137309292	6.27719621399177	0.736090795170295	0.462380457966138	0.945814032339143	-5.93497795468899
"LOC647264"	0.0691605887656032	5.65589094650206	0.7876863106163	0.431642517349792	0.939674231071486	-5.89720793374812
"OR51V1"	0.0691478765603323	4.16589226337449	1.37323106769243	0.170937455000168	0.889034579855738	-5.29106312316077
"AKR1B10"	0.0691390852981969	3.35878748971193	1.86399157910609	0.0635204267706602	0.875217117712741	-4.53456935735497
"NOTCH3"	0.0691371789181693	7.71486522633745	1.1841714113312	0.23749415517918	0.906014932153156	-5.52230010732307
"PRSS23"	0.0691290173370317	6.09277275720165	0.990059327526762	0.323123075374337	0.918607657923356	-5.72453177920442
"MCOLN3"	0.069102305131761	4.59416600823045	1.48812689959281	0.138004940912569	0.888764417446477	-5.13410239268065
"NEB"	0.0690839812760051	5.5267037037037	1.03268082984851	0.302772813034659	0.914205374190433	-5.68319196547893
"CD2"	0.0690813169209426	5.6933395473251	0.742899598141982	0.458255050301226	0.944771225020262	-5.9301394283525
"ENPP3"	0.0690765880721221	4.33466633744856	1.70373309687936	0.0897004440253781	0.886390318028053	-4.80624188276203
"SF3A1"	0.0690632760055477	8.44141255144033	1.6971812615714	0.0909338259984819	0.88714937894415	-4.81684256844686
"MGAT2"	0.0690571262135921	6.26429687242798	1.51501941213739	0.13105809362689	0.888764417446477	-5.09557697758209
"RELB"	0.0690535769764209	7.02900366255144	1.43144903481844	0.153577482288856	0.888764417446477	-5.21307894754284
"ZDHHC3"	0.0690535062413313	6.50510983539095	2.21265282600196	0.0278452639803761	0.87396457959248	-3.86201636738012
"SOWAHC"	0.0690322552011091	6.43067827160494	1.48946592920055	0.137652419715177	0.888764417446477	-5.13220015304422
"AKT1"	0.0690110943134533	8.24391452674897	1.99713885512998	0.0469175736914321	0.875217117712741	-4.29084960410323
"KLF9"	0.0689928266296807	7.02702555555556	1.00298850892394	0.316857165923298	0.917457490250839	-5.71217389809561
"MIDN"	0.068950354368932	7.71599962962963	1.6870298199573	0.0928718993762982	0.88714937894415	-4.83318859404545
"HIATL1"	0.0689442746185843	8.17661156378601	1.14336696459299	0.254003577694582	0.908196030759608	-5.56777740561855
"GALNT3"	0.0689307787794725	5.10971106995885	1.7439875272949	0.0824169826431059	0.875627222129838	-4.74023731374736
"EHMT1.IT1"	0.0689291525658803	6.78879925925926	1.54994016952049	0.122448191422757	0.888764417446477	-5.04454105262869
